table,prompt,field,data_type,mmria_path,value1,value2,mmria_value,Comments
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,90.2 - Pulmonary hypertension,90.2,90.2 Pulmonary Hypertension,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,90.3 - Valvular heart disease,90.3,90.3 Valvular Heart Disease Congenital and Acquired,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,90.4 - Vascular aneurysm/dissection,90.4,90.4 Vascular Aneurysm/Dissection (Non-Cerebral),
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,90.5 - Hypertensive cardiovascular disease,90.5,90.5 Hypertensive Cardiovascular Disease,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,,90.6,90.6 Marfan's Syndrome,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,90.7 - Conduction defects/arrhythmias,90.7,90.7 Conduction Defects/Arrhythmias,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,,90.8,90.8 Vascular Malformations Outside Head and Coronary Arteries,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,90.9 - Other cardiovascular disease/NOS,90.9,"90.9 Other Cardiovascular Disease, including CHF, Cardiomegaly, Cardiac Hypertrophy, Cardiac Fibrosis, Non-Acute Myocarditis/NOS",
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,91 - Pulmonary conditions (excludes ARDS (Adult respiratory distress syndrome),91,91 Pulmonary Conditions (Excludes ARDS (Adult Respiratory Distress Syndrome)),
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,91.1 - Chronic lung disease,91.1,91.1 Chronic Lung Disease,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,91.2 - Cystic fibrosis,91.2,91.2 Cystic Fibrosis,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,91.3 - Asthma,91.3,91.3 Asthma,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,91.9 - Other pulmonary disease/NOS,91.9,91.9 Other Pulmonary Disease/NOS,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,92 - Neurologic/neurovascular conditions (excluding CVAs)),92,92 Neurologic/Neurovascular Conditions (Excluding CVAs),
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,92.1 - Epilepsy/seizure disorder,92.1,92.1 Epilepsy/Seizure Disorder,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,92.9 - Other neurologic diseases/NOS,92.9,92.9 Other Neurologic Diseases/NOS,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,93 - Renal Disease,93,93 Renal Disease,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,93.1 - Chronic renal failure/End-stage renal disease (ESRD),93.1,93.1 Chronic Renal Failure/End-Stage Renal Disease (ESRD),
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,93.9 - Other renal disease/NOS,93.9,93.9 Other Renal Disease/NOS,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,95 - Cerebrovascular accident (hemorrhage/thrombosis/aneurysm/malformation) not secondary to hypertensive disease,95,95 CerebrovascularAccident (Hemorrhage/Thrombosis/Aneurysm/Malformation) not secondary to Hypertension,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,96 - Metabolic/endocrine,96,96 Metabolic/Endocrine,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,96.1 - Obesity,96.1,96.1 Obesity,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,96.2 - Diabetes mellitus,96.2,96.2 Diabetes Mellitus,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,96.9 - Other metabolic/endocrine disorders,96.9,96.9 Other Metabolic/Endocrine Disorders,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,97 - Gastrointestinal disorders,97,97 Gastrointestinal Disorders,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,97.1 - Crohn’s disease/ulcerative colitis,97.1,97.1 Crohn's Disease/Ulcerative Colitis,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,97.2 - Liver disease/failure/transplant,97.2,97.2 Liver Disease/Failure/Transplant,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,97.9 - Other gastrointestinal diseases/NOS,97.9,97.9 Other Gastrointestinal Diseases/NOS,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,100 - Mental health conditions,100,100 Mental Health Conditions,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,100.1 - Depression/suicide,100.1,100.1 Depression,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,100.9 - Other psychiatric conditions/NOS,100.9,100.9 Other Psychiatric Conditions/NOS,
CommitteeReview28CR_CDCICDMM_grd/1," """"", CR_CDCMMCode, System.String,committee_review/pmss_mm_secondary,999 - Unknown COD,999,999 Unknown COD,
CommitteeReview28CR_CoD_grid, Committee Determination of Cause(s) of Death," """"",,,,,,
CommitteeReview28CR_CoD_grid," """"", CR_CodeType, System.String,committee_review/committee_determination_of_causes_of_death/type,,,(blank),
CommitteeReview28CR_CoD_grid," """"", CR_CodeType, System.String,committee_review/committee_determination_of_causes_of_death/type,Immediate,,Immediate,
CommitteeReview28CR_CoD_grid," """"", CR_CodeType, System.String,committee_review/committee_determination_of_causes_of_death/type,Contributing,,Contributing,
CommitteeReview28CR_CoD_grid," """"", CR_CodeType, System.String,committee_review/committee_determination_of_causes_of_death/type,Underlying,,Underlying,
CommitteeReview28CR_CoD_grid," """"", CR_CodeType, System.String,committee_review/committee_determination_of_causes_of_death/type,Other significant,,Other Significant,
CommitteeReview28CR_CoD_grid," """"", CR_CoD2, System.String,committee_review/committee_determination_of_causes_of_death/cause_descriptive,,,(blank),
CommitteeReview28CR_CoD_grid," """"", CR_Comm, System.String,committee_review/committee_determination_of_causes_of_death/comments,,,(blank),
CommitteeReview29CR_FactAct_grid, Critical Factors Worksheet," """"",,,,,,
CommitteeReview29CR_FactAct_grid," """"", CR_FactorCat, System.String,committee_review/critical_factors_worksheet/category,,,(blank),
CommitteeReview29CR_FactAct_grid," """"", CR_FactorCat, System.String,committee_review/critical_factors_worksheet/category,Patient,,Patient/Family,
CommitteeReview29CR_FactAct_grid," """"", CR_FactorCat, System.String,committee_review/critical_factors_worksheet/category,Community,,Community,
CommitteeReview29CR_FactAct_grid," """"", CR_FactorCat, System.String,committee_review/critical_factors_worksheet/category,Medical care - provider,,Provider,
CommitteeReview29CR_FactAct_grid," """"", CR_FactorCat, System.String,committee_review/critical_factors_worksheet/category,Medical care - facility,,Facility,
CommitteeReview29CR_FactAct_grid," """"", CR_FactorCat, System.String,committee_review/critical_factors_worksheet/category,System of care,,System,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,,,(blank),
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Compliance,,Adherence,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Knowledge,,Knowledge,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Cultural / Religious,,Cultural/Religious,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Environmental,,Environmental,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Access,,Access/Finacial,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Social support,,Social Support/Isolation,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Violence,,Violence,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Mental health,,Mental Health Conditions,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Chronic disease / conditions,,Chronic Disease,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Substance abuse,,"Substance Use Disorder- Alcohol, Illicit/Prescription Drugs",
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Equipment / technology,,Equipment/Technology,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Policies / procedures,,Policies/Procedures,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Communication,,Communication,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Continuity of care,,Continuity of Care/Care Coordination,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Personnel,,Personnel,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Outreach,,Outreach,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Enforcement,,Enforcement,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Referral,,Referral,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Assessment,,Assessment,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Legal,,Legal,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,Other,,Other,
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,,,Clinical Skill/Quality of Care,Not an option in MMRDS
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,,,Delay,Not an option in MMRDS
CommitteeReview29CR_FactAct_grid," """"", CR_Factor1, System.String,committee_review/critical_factors_worksheet/class,,,Unstable Housing,Not an option in MMRDS
CommitteeReview29CR_FactAct_grid," """"", CR_FactorDesc, System.String,committee_review/critical_factors_worksheet/description,,,,
CommitteeReview29CR_FactAct_grid," """"", CR_Action, System.String,committee_review/critical_factors_worksheet/actions,,,,
CommitteeReview29CR_FactAct_grid," """"", CR_Delay, System.String,,,,,"Not needed, since not in MMRIA"
CommitteeReview29CR_FactAct_grid," """"", CR_Delay, System.String,,Seeking care,,,"Not needed, since not in MMRIA"
CommitteeReview29CR_FactAct_grid," """"", CR_Delay, System.String,,Reaching care,,,"Not needed, since not in MMRIA"
CommitteeReview29CR_FactAct_grid," """"", CR_Delay, System.String,,Receiving care,,,"Not needed, since not in MMRIA"
CommitteeReview29CR_FactAct_grid," """"", CR_Delay, System.String,,No delays,,,"Not needed, since not in MMRIA"
CommitteeReview29CR_FactAct_grid," """"", CR_PreventType, System.String,committee_review/critical_factors_worksheet/prevention,,,(blank),
CommitteeReview29CR_FactAct_grid," """"", CR_PreventType, System.String,committee_review/critical_factors_worksheet/prevention,Primary,,Primary,
CommitteeReview29CR_FactAct_grid," """"", CR_PreventType, System.String,committee_review/critical_factors_worksheet/prevention,Secondary,,Secondary,
CommitteeReview29CR_FactAct_grid," """"", CR_PreventType, System.String,committee_review/critical_factors_worksheet/prevention,Tertiary,,Tertiary,
CommitteeReview29CR_FactAct_grid," """"", CR_ImpactLev, System.String,committee_review/critical_factors_worksheet/impact_level,,,(blank),
CommitteeReview29CR_FactAct_grid," """"", CR_ImpactLev, System.String,committee_review/critical_factors_worksheet/impact_level,Small,,Small,
CommitteeReview29CR_FactAct_grid," """"", CR_ImpactLev, System.String,committee_review/critical_factors_worksheet/impact_level,Medium,,Medium,
CommitteeReview29CR_FactAct_grid," """"", CR_ImpactLev, System.String,committee_review/critical_factors_worksheet/impact_level,Large,,Large,
CommitteeReview29CR_FactAct_grid," """"", CR_ImpactLev, System.String,committee_review/critical_factors_worksheet/impact_level,Extra large,,Extra Large,
CommitteeReview29CR_FactAct_grid," """"", CR_ImpactLev, System.String,committee_review/critical_factors_worksheet/impact_level,Giant,,Giant,
DeathCertificate4DC_CoD_grid, Causes of Death (enter UNDERLYING cause first),"""""",,,,,,
DeathCertificate4DC_CoD_grid," """"", DC_ICD, System.String,death_certificate/causes_of_death/icd_code,,,,
DeathCertificate4DC_CoD_grid," """"", DC_CoDInterval, System.Double,death_certificate/causes_of_death/interval,,,,
DeathCertificate4DC_CoD_grid," """"", DC_CoDUnit, System.String,death_certificate/causes_of_death/interval_unit,,,(blank),
DeathCertificate4DC_CoD_grid," """"", DC_CoDUnit, System.String,death_certificate/causes_of_death/interval_unit,Minute(s),,Minute(s),
DeathCertificate4DC_CoD_grid," """"", DC_CoDUnit, System.String,death_certificate/causes_of_death/interval_unit,Hour(s),,Hour(s),
DeathCertificate4DC_CoD_grid," """"", DC_CoDUnit, System.String,death_certificate/causes_of_death/interval_unit,Day(s),,Day(s),
DeathCertificate4DC_CoD_grid," """"", DC_CoDUnit, System.String,death_certificate/causes_of_death/interval_unit,Week(s),,Week(s),
DeathCertificate4DC_CoD_grid," """"", DC_CoDUnit, System.String,death_certificate/causes_of_death/interval_unit,Month(s),,Month(s),
DeathCertificate4DC_CoD_grid," """"", DC_CoDUnit, System.String,death_certificate/causes_of_death/interval_unit,Year(s),,Year(s),
DeathCertificate4DC_CoD_grid," """"", DC_CoDType, System.String,death_certificate/causes_of_death/cause_type,,,(blank),
DeathCertificate4DC_CoD_grid," """"", DC_CoDType, System.String,death_certificate/causes_of_death/cause_type,Immediate,,Immediate,
DeathCertificate4DC_CoD_grid," """"", DC_CoDType, System.String,death_certificate/causes_of_death/cause_type,Contributing,,Contributing,
DeathCertificate4DC_CoD_grid," """"", DC_CoDType, System.String,death_certificate/causes_of_death/cause_type,Underlying,,Underlying,
DeathCertificate4DC_CoD_grid," """"", DC_CoDType, System.String,death_certificate/causes_of_death/cause_type,Other significant,,Other Significant,
DeathCertificate4DC_CoD_grid," """"", DC_CoDCause, System.String,death_certificate/causes_of_death/cause_descriptive,,,(blank),
Hospitalization22MR_Anesth_grid, Anesthesia," """"",,,,,,
Hospitalization22MR_Anesth_grid," """"", MR_ANesthMeth, System.String,er_visit_and_hospital_medical_records/anesthesia/method,,,(blank),
Hospitalization22MR_Anesth_grid,"""""", MR_AnesthCompl, System.String,er_visit_and_hospital_medical_records/anesthesia/complications,,,(blank),
Hospitalization22MR_Anesth_grid,"""""", MR_AnesthDate, System.DateTime,er_visit_and_hospital_medical_records/anesthesia/date_time,,,(null),
Hospitalization22MR_BA_grid, Birth attendant(s)," """"",,,,,,
Hospitalization22MR_BA_grid," """"", MR_BATitle, System.String,er_visit_and_hospital_medical_records/birth_attendant/title,,,(blank),"defined in MMRDS as comment legal, but not formatted as comment legal"
Hospitalization22MR_BA_grid," """"", MR_BATitle, System.String,er_visit_and_hospital_medical_records/birth_attendant/title,MFM,,MFM,
Hospitalization22MR_BA_grid," """"", MR_BATitle, System.String,er_visit_and_hospital_medical_records/birth_attendant/title,OBGYN,,OBGYN,
Hospitalization22MR_BA_grid," """"", MR_BATitle, System.String,er_visit_and_hospital_medical_records/birth_attendant/title,Family Practice,,Family Practice,
Hospitalization22MR_BA_grid," """"", MR_BATitle, System.String,er_visit_and_hospital_medical_records/birth_attendant/title,Other MD/DO,,Other MD/DO,
Hospitalization22MR_BA_grid," """"", MR_BATitle, System.String,er_visit_and_hospital_medical_records/birth_attendant/title,CNM,,CNM,
Hospitalization22MR_BA_grid," """"", MR_BATitle, System.String,er_visit_and_hospital_medical_records/birth_attendant/title, NM,,NM,
Hospitalization22MR_BA_grid," """"", MR_BATitle, System.String,er_visit_and_hospital_medical_records/birth_attendant/title,Other,,Other,
Hospitalization22MR_BA_grid," """"", MR_BATitle, System.String,er_visit_and_hospital_medical_records/birth_attendant/title,Unknown,,Unknown,
Hospitalization22MR_BA_grid," """"", MR_BATitle, System.String,er_visit_and_hospital_medical_records/birth_attendant/title,Not specified,,Not Specified,
Hospitalization22MR_BA_grid," """"", MR_BAOther, System.String,er_visit_and_hospital_medical_records/birth_attendant/specify_other,,,,
Hospitalization22MR_BA_grid," """"", MR_BANPI, System.String,er_visit_and_hospital_medical_records/birth_attendant/npi,,,,
Hospitalization23MR_BB_grid, Were there any blood or blood product transfusions?," """"",,,,,,
Hospitalization23MR_BB_grid," """"", MR_BBProduct, System.String,er_visit_and_hospital_medical_records/blood_product_grid/product,,,,
Hospitalization23MR_BB_grid," """"", MR_BBNUnits, System.String,er_visit_and_hospital_medical_records/blood_product_grid/number_of_units,,,,
Hospitalization23MR_BB_grid," """"", MR_BBReacComp, System.String,er_visit_and_hospital_medical_records/blood_product_grid/reaction_complications,,,,
Hospitalization23MR_BB_grid," """"", MR_BBDate, System.DateTime,er_visit_and_hospital_medical_records/blood_product_grid/date_and_time,,,,
Hospitalization20MR_ITran_grid, Internal Transfers," """"",,,,,,
Hospitalization20MR_ITran_grid," """"", MR_ITranDate, System.DateTime,er_visit_and_hospital_medical_records/internal_transfers/date_and_time,,,,
Hospitalization20MR_ITran_grid," """"", MR_ITranFromU, System.String,er_visit_and_hospital_medical_records/internal_transfers/from_unit,,,,
Hospitalization20MR_ITran_grid," """"", MR_ITranToU, System.String,er_visit_and_hospital_medical_records/internal_transfers/to_unit,,,,
Hospitalization20MR_ITran_grid," """"", MR_ITransComm, System.String,er_visit_and_hospital_medical_records/internal_transfers/comments,,,,
Hospitalization21MR_Lab_grid, Laboratory tests," """"",,,,,,
Hospitalization21MR_Lab_grid," """"", MR_LabSpec, System.String,er_visit_and_hospital_medical_records/labratory_tests/specimen,,,,
Hospitalization21MR_Lab_grid," """"", MR_LabTest, System.String,er_visit_and_hospital_medical_records/labratory_tests/test_name,,,,
Hospitalization21MR_Lab_grid," """"", MR_LabResult, System.String,er_visit_and_hospital_medical_records/labratory_tests/result,,,,
Hospitalization21MR_Lab_grid," """"", MR_LabDiagLev, System.String,er_visit_and_hospital_medical_records/labratory_tests/diagnostic_level,,,(blank),
Hospitalization21MR_Lab_grid," """"", MR_LabDiagLev, System.String,er_visit_and_hospital_medical_records/labratory_tests/diagnostic_level,Within normal limits,,Within Normal Limits,
Hospitalization21MR_Lab_grid," """"", MR_LabDiagLev, System.String,er_visit_and_hospital_medical_records/labratory_tests/diagnostic_level,Mildly decreased,,Mildly Decreased,
Hospitalization21MR_Lab_grid," """"", MR_LabDiagLev, System.String,er_visit_and_hospital_medical_records/labratory_tests/diagnostic_level,Decreased,,Decreased,
Hospitalization21MR_Lab_grid," """"", MR_LabDiagLev, System.String,er_visit_and_hospital_medical_records/labratory_tests/diagnostic_level,Markedly decreased,,Markedly Decreased,
Hospitalization21MR_Lab_grid," """"", MR_LabDiagLev, System.String,er_visit_and_hospital_medical_records/labratory_tests/diagnostic_level,Mildly increased,,Mildly Increased,
Hospitalization21MR_Lab_grid," """"", MR_LabDiagLev, System.String,er_visit_and_hospital_medical_records/labratory_tests/diagnostic_level,Increased,,Increased,
Hospitalization21MR_Lab_grid," """"", MR_LabDiagLev, System.String,er_visit_and_hospital_medical_records/labratory_tests/diagnostic_level,Markedly increased,,Markedly Increased,
Hospitalization21MR_Lab_grid," """"", MR_LabDiagLev, System.String,er_visit_and_hospital_medical_records/labratory_tests/diagnostic_level,Not applicable,,Not Applicable,
Hospitalization21MR_Lab_grid," """"", MR_LabDiagLev, System.String,er_visit_and_hospital_medical_records/labratory_tests/diagnostic_level,Not specified,,Not Specified,
Hospitalization21MR_Lab_grid," """"", MR_LabFlag, System.String,er_visit_and_hospital_medical_records/labratory_tests/flag,,,(blank),
Hospitalization21MR_Lab_grid," """"", MR_LabFlag, System.String,er_visit_and_hospital_medical_records/labratory_tests/flag,Highest,,Highest,
Hospitalization21MR_Lab_grid," """"", MR_LabFlag, System.String,er_visit_and_hospital_medical_records/labratory_tests/flag,Lowest,,Lowest,
Hospitalization21MR_Lab_grid," """"", MR_LabDate, System.DateTime,er_visit_and_hospital_medical_records/labratory_tests/date_and_time,,,,
Hospitalization23MR_Meds_grid, List of medications," """"",,,,,,
Hospitalization23MR_Meds_grid," """"", MR_MedsName, System.String,er_visit_and_hospital_medical_records/list_of_medications/medication,,,,
Hospitalization23MR_Meds_grid," """"", MR_MedsDUFD, System.String,er_visit_and_hospital_medical_records/list_of_medications/dose_frequency_duration,,,,
Hospitalization23MR_Meds_grid," """"", MR_MedsAReact, System.String,er_visit_and_hospital_medical_records/list_of_medications/adverse_reaction,,,,
Hospitalization23MR_Meds_grid," """"", MR_MedsDate, System.DateTime,er_visit_and_hospital_medical_records/list_of_medications/date_and_time,,,,
Hospitalization21MR_MExam_grid, Psychological examinations and assessments," """"",,,,,,
Hospitalization21MR_MExam_grid," """"", MR_MExamAssess, System.String,er_visit_and_hospital_medical_records/psychological_exam_and_assesments/exam_assessments,,,,
Hospitalization21MR_MExam_grid," """"", MR_MExamFind, System.String,er_visit_and_hospital_medical_records/psychological_exam_and_assesments/findings,,,,
Hospitalization21MR_MExam_grid," """"", MR_MExamBy, System.String,er_visit_and_hospital_medical_records/psychological_exam_and_assesments/performed_by,,,,
Hospitalization21MR_MExam_grid," """"", MR_MExamDate, System.DateTime,er_visit_and_hospital_medical_records/psychological_exam_and_assesments/date_and_time,,,,
Hospitalization21MR_Path_grid, Pathology," """"",,,,,,
Hospitalization21MR_Path_grid," """"", MR_PathSpec, System.String,er_visit_and_hospital_medical_records/pathology/exam_assessments,,,,
Hospitalization21MR_Path_grid," """"", MR_PathEType, System.String,er_visit_and_hospital_medical_records/pathology/exam_type,,,,
Hospitalization21MR_Path_grid," """"", MR_PathFind, System.String,er_visit_and_hospital_medical_records/pathology/findings,,,,
Hospitalization21MR_Path_grid," """"", MR_PathDate, System.DateTime,er_visit_and_hospital_medical_records/pathology/date_and_time,,,,
Hospitalization21MR_PExam_grid, Physical examinations and evaluations," """"",,,,,,
Hospitalization21MR_PExam_grid," """"", MR_PExamFind, System.String,er_visit_and_hospital_medical_records/physical_exam_and_evaluations/findings,,,,
Hospitalization21MR_PExam_grid," """"", MR_PExamBy, System.String,er_visit_and_hospital_medical_records/physical_exam_and_evaluations/performed_by,,,,
Hospitalization21MR_PExam_grid," """"", MR_ExamExEv, System.String,er_visit_and_hospital_medical_records/physical_exam_and_evaluations/exam_evaluation,,,,
Hospitalization21MR_PExam_grid," """"", MR_PExamDate, System.DateTime,er_visit_and_hospital_medical_records/physical_exam_and_evaluations/date_and_time,,,,
Hospitalization24MR_RF_grid, Referrals and consultations," """"",,,,,,
Hospitalization24MR_RF_grid," """"", MR_RFDate, System.DateTime,er_visit_and_hospital_medical_records/referrals_and_consultations/date,,,,
Hospitalization24MR_RF_grid," """"", MR_RFReas, System.String,er_visit_and_hospital_medical_records/referrals_and_consultations/reason,,,,
Hospitalization24MR_RF_grid," """"", MR_RFRecommend, System.String,er_visit_and_hospital_medical_records/referrals_and_consultations/recommendations,,,,
Hospitalization24MR_RF_grid," """"", MR_RFSpecialty, System.String,er_visit_and_hospital_medical_records/referrals_and_consultations/specialist_type,,,,
Hospitalization23MR_Surg_grid, Were there any surgical procedures?," """"",,,,,,
Hospitalization23MR_Surg_grid," """"", MR_SurgHUnit, System.String,er_visit_and_hospital_medical_records/surgical_procedures/hospital_unit,,,,
Hospitalization23MR_Surg_grid," """"", MR_SurgProc, System.String,er_visit_and_hospital_medical_records/surgical_procedures/procedure,,,,
Hospitalization23MR_Surg_grid," """"", MR_SurgBy, System.String,er_visit_and_hospital_medical_records/surgical_procedures/performed_by,,,,
Hospitalization23MR_Surg_grid," """"", MR_SurgOutcome, System.String,er_visit_and_hospital_medical_records/surgical_procedures/outcome,,,,
Hospitalization23MR_Surg_grid," """"", MR_SurgDate, System.DateTime,er_visit_and_hospital_medical_records/surgical_procedures/date_and_time,,,,
Hospitalization23MR_Techn_grid, Diagnostic imaging and other technology," """"",,,,,,
Hospitalization23MR_Techn_grid," """"", MR_TechnTarget, System.String,er_visit_and_hospital_medical_records/diagnostic_imaging_grid/target,,,,
Hospitalization23MR_Techn_grid," """"", MR_TechnFind, System.String,er_visit_and_hospital_medical_records/diagnostic_imaging_grid/finding,,,,
Hospitalization23MR_Techn_grid," """"", MR_TechnType, System.String,er_visit_and_hospital_medical_records/diagnostic_imaging_grid/procedure,,,,
Hospitalization23MR_Techn_grid," """"", MR_TechnDate, System.DateTime,er_visit_and_hospital_medical_records/diagnostic_imaging_grid/date_and_time,,,,
Hospitalization22MR_Vitalsigns_grid, Vital signs," """"",,,,,,
Hospitalization22MR_Vitalsigns_grid," """"", MR_VSSystolic, System.Double,er_visit_and_hospital_medical_records/vital_signs/bp_systolic,,,,
Hospitalization22MR_Vitalsigns_grid," """"", MR_VSPulse, System.Double,er_visit_and_hospital_medical_records/vital_signs/pulse,,,,
Hospitalization22MR_Vitalsigns_grid," """"", MR_VSRespir, System.Double,er_visit_and_hospital_medical_records/vital_signs/respiration,,,,
Hospitalization22MR_Vitalsigns_grid," """"", MR_VSTemp, System.Double,er_visit_and_hospital_medical_records/vital_signs/temperature,,,,
Hospitalization22MR_Vitalsigns_grid," """"", MR_VSDiastolic, System.Double,er_visit_and_hospital_medical_records/vital_signs/bp_diastolic,,,,
Hospitalization22MR_Vitalsigns_grid," """"", MR_VSDate, System.DateTime,er_visit_and_hospital_medical_records/vital_signs/date_and_time,,,,
OfficeVisits25MV_FamHist_grid, Relevant Family History," """"",,,,,,
OfficeVisits25MV_FamHist_grid," """"", MV_FHCom, System.String,other_medical_office_visits/relevant_family_history/comments,,,,
OfficeVisits25MV_FamHist_grid," """"", MV_FHFind, System.String,other_medical_office_visits/relevant_family_history/finding,,,,
OfficeVisits26MV_Lab_grid, Laboratory tests," """"",,,,,,
OfficeVisits26MV_Lab_grid," """"", MV_LabSpec, System.String,other_medical_office_visits/laboratory_tests/specimen,,,,
OfficeVisits26MV_Lab_grid," """"", MV_LabTest, System.String,other_medical_office_visits/laboratory_tests/test_name,,,,
